pmid,doi,year,journal,title,substances,include,design,substance,reason,screen_method
37030441,10.1016/j.molmet.2023.101718,2023,"{'title': 'Molecular metabolism', 'iso_abbreviation': 'Mol Metab'}",Fibroblast growth factor-21 is required for weight loss induced by the glucagon-like peptide-1 receptor agonist liraglutide in male mice fed high carbohydrate diets.,other,False,preclinical,other,Preclinical animal-only study; no addiction/reward outcome,LLM (title/abstract)
37719854,10.3389/fphar.2023.1180512,2023,"{'title': 'Frontiers in pharmacology', 'iso_abbreviation': 'Front Pharmacol'}",Antismoking agents do not contribute synergistically to semaglutide's ability to reduce alcohol intake in rats.,nicotine,False,preclinical,alcohol,Preclinical rat study; no human data,LLM (title/abstract)
37793464,10.1016/j.bbadis.2023.166908,2023,"{'title': 'Biochimica et biophysica acta. Molecular basis of disease', 'iso_abbreviation': 'Biochim Biophys Acta Mol Basis Dis'}","Head-to-head comparison of BAM15, semaglutide, rosiglitazone, NEN, and calorie restriction on metabolic physiology in female db/db mice.",alcohol,False,preclinical,other,Preclinical study; female db/db mice only,LLM (title/abstract)
37816167,10.2337/dc23-1012,2023,"{'title': 'Diabetes care', 'iso_abbreviation': 'Diabetes Care'}",Cocoa Extract Supplementation and Risk of Type 2 Diabetes: The Cocoa Supplement and Multivitamin Outcomes Study (COSMOS) Randomized Clinical Trial.,nicotine,False,RCT,other,No addiction/reward outcome studied,LLM (title/abstract)
38932879,10.1007/s40200-023-01341-y,2023,"{'title': 'Journal of diabetes and metabolic disorders', 'iso_abbreviation': 'J Diabetes Metab Disord'}",Real-world HbAchanges and prescription characteristics among type 2 diabetes mellitus patients initiating treatment with once weekly semaglutide for diabetes.,gambling,False,other,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
37011604,10.57187/smw.2023.40060,2023,"{'title': 'Swiss medical weekly', 'iso_abbreviation': 'Swiss Med Wkly'}",Swiss recommendations of the Society for Endocrinology and Diabetes (SGED/SSED) for the treatment of type 2 diabetes mellitus (2023).,nicotine,False,review,other,"Guidelines/recommendations, no addiction/reward outcome",LLM (title/abstract)
36655300,10.1002/oby.23673,2023,"{'title': 'Obesity (Silver Spring, Md.)', 'iso_abbreviation': 'Obesity (Silver Spring)'}",Two-year effect of semaglutide 2.4&#xa0;mg on control of eating in adults with overweight/obesity: STEP 5.,other,True,RCT,other,"GLP-1 RA, eating control/craving outcomes, RCT design",LLM (title/abstract)
37103096,10.21873/invivo.13178,2023,"{'title': 'In vivo (Athens, Greece)', 'iso_abbreviation': 'In Vivo'}",Liraglutide With Metformin Therapy Ameliorates Hepatic Steatosis and Liver Injury in a Mouse Model of Non-alcoholic Steatohepatitis.,alcohol,False,preclinical,other,Preclinical mouse model; no addiction/reward outcome,LLM (title/abstract)
37209859,10.1016/j.bcp.2023.115613,2023,"{'title': 'Biochemical pharmacology', 'iso_abbreviation': 'Biochem Pharmacol'}","Glucagon-like peptide 1 receptor agonist, exendin-4, reduces alcohol-associated fatty liver disease.",alcohol,False,preclinical,alcohol,Animal model study; no human subjects,LLM (title/abstract)
38264360,10.1136/bmjnph-2023-000781,2023,"{'title': 'BMJ nutrition, prevention & health', 'iso_abbreviation': 'BMJ Nutr Prev Health'}",Gender differences in weight gain during attempted and successful smoking cessation on dulaglutide treatment: a predefined secondary analysis of a randomised trial.,nicotine,True,secondary-analysis,nicotine,"RCT secondary analysis, dulaglutide, smoking cessation with weight-gain outcomes",LLM (title/abstract)
38060149,10.1007/s13300-023-01509-y,2023,"{'title': 'Diabetes therapy : research, treatment and education of diabetes and related disorders', 'iso_abbreviation': 'Diabetes Ther'}",Durability of Effectiveness Between Users of Once-Weekly Semaglutide and Dipeptidyl Peptidase&#xa0;4 Inhibitors (DPP-4i) in US Adults with Type&#xa0;2 Diabetes.,gambling,False,cohort,other,Purely glycemic/weight-loss; no addiction/reward outcome,LLM (title/abstract)
38017205,10.1038/s41598-023-48267-2,2023,"{'title': 'Scientific reports', 'iso_abbreviation': 'Sci Rep'}",Semaglutide and Tirzepatide reduce alcohol consumption in individuals with obesity.,alcohol;other,True,single-arm,alcohol,"GLP-1/GIP RAs, quantitative AUD outcomes, adults",LLM (title/abstract)
38004203,10.3390/nu15224809,2023,"{'title': 'Nutrients', 'iso_abbreviation': 'Nutrients'}",What Is Food Noise? A Conceptual Model of Food Cue Reactivity.,other,False,review,other,"Narrative review, no quantitative addiction outcome data",LLM (title/abstract)
38002464,10.3390/brainsci13111503,2023,"{'title': 'Brain sciences', 'iso_abbreviation': 'Brain Sci'}",GLP-1 Receptor Agonists and Related Mental Health Issues; Insights from a Range of Social Media Platforms Using a Mixed-Methods Approach.,other,False,other,multiple,"Social media content analysis, not designed human study",LLM (title/abstract)
37991022,10.1172/jci.insight.170419,2023,"{'title': 'JCI insight', 'iso_abbreviation': 'JCI Insight'}",Effects of dulaglutide on alcohol consumption during smoking cessation.,alcohol;nicotine;other,True,secondary-analysis,alcohol,Secondary analysis of RCT; dulaglutide vs placebo; quantitative alcohol consumption outcome,LLM (title/abstract)
37324512,10.3892/etm.2023.12054,2023,"{'title': 'Experimental and therapeutic medicine', 'iso_abbreviation': 'Exp Ther Med'}",Therapeutic management of atypical antipsychotic&#x2011;related metabolic dysfunctions using GLP&#x2011;1 receptor agonists: A systematic review.,nicotine,False,review,other,No addiction/reward outcome reported,LLM (title/abstract)
37316311,10.1136/bmjopen-2023-072707,2023,"{'title': 'BMJ open', 'iso_abbreviation': 'BMJ Open'}","Exenatide as an adjunct to nicotine patch for smoking cessation and prevention of postcessation weight gain among treatment-seeking smokers with pre-diabetes and/or overweight: study protocol for a randomised, placebo-controlled clinical trial.",nicotine,True,RCT,nicotine,Protocol-stage RCT of GLP-1RA + nicotine patch for smoking cessation,LLM (title/abstract)
37295046,10.1016/j.ebiom.2023.104642,2023,"{'title': 'EBioMedicine', 'iso_abbreviation': 'EBioMedicine'}",Semaglutide reduces alcohol intake and relapse-like drinking in male and female rats.,alcohol,False,preclinical,alcohol,Preclinical animal study; rodents and mice only,LLM (title/abstract)
37113745,10.1177/20451253231165169,2023,"{'title': 'Therapeutic advances in psychopharmacology', 'iso_abbreviation': 'Ther Adv Psychopharmacol'}",Semaglutide for the treatment of antipsychotic-associated weight gain in patients not responding to metformin - a case series.,other,False,single-arm,other,No addiction/reward/consumption outcome measured,LLM (title/abstract)
37271131,10.1159/000531379,2023,"{'title': 'Nephron', 'iso_abbreviation': 'Nephron'}",Chronic Kidney Disease and Obesity.,nicotine,False,review,other,No addiction/reward outcome; weight-loss focus only,LLM (title/abstract)
37192005,10.1172/jci.insight.170671,2023,"{'title': 'JCI insight', 'iso_abbreviation': 'JCI Insight'}",The glucagon-like peptide-1 (GLP-1) analogue semaglutide reduces alcohol drinking and modulates central GABA neurotransmission.,alcohol;other,False,preclinical,alcohol,Rodent-only study; no human data,LLM (title/abstract)
37129617,10.1007/s00213-023-06376-w,2023,"{'title': 'Psychopharmacology', 'iso_abbreviation': 'Psychopharmacology (Berl)'}",Liraglutide attenuates nicotine self-administration as well as nicotine seeking and hyperphagia during withdrawal in male and female rats.,nicotine,False,preclinical,nicotine,Preclinical rat study; no human data,LLM (title/abstract)
37148870,10.1016/j.celrep.2023.112466,2023,"{'title': 'Cell reports', 'iso_abbreviation': 'Cell Rep'}",GLP-1 and nicotine combination therapy engages hypothalamic and mesolimbic pathways to reverse obesity.,nicotine,False,preclinical,nicotine,Preclinical study; no human data reported,LLM (title/abstract)
35385337,10.1126/scitranslmed.abj9625,2022,"{'title': 'Science translational medicine', 'iso_abbreviation': 'Sci Transl Med'}",A proteomic surrogate for cardiovascular outcomes that is sensitive to multiple mechanisms of change in risk.,nicotine,False,other,other,"Cardiovascular outcomes, not addiction/reward endpoints",LLM (title/abstract)
36555387,10.3390/ijms232415743,2022,"{'title': 'International journal of molecular sciences', 'iso_abbreviation': 'Int J Mol Sci'}",The Influence of Lifestyle and Treatment on Oxidative Stress and Inflammation in Diabetes.,nicotine,False,review,other,Narrative review; no addiction/reward outcome,LLM (title/abstract)
36410565,10.1016/j.brainresbull.2022.11.012,2022,"{'title': 'Brain research bulletin', 'iso_abbreviation': 'Brain Res Bull'}","Sleep is increased by liraglutide, a glucagon-like peptide-1 receptor agonist, in rats.",other,False,preclinical,opioid,Animal-only study; no human data,LLM (title/abstract)
36239850,10.1007/s13300-022-01322-z,2022,"{'title': 'Diabetes therapy : research, treatment and education of diabetes and related disorders', 'iso_abbreviation': 'Diabetes Ther'}",Increased Healthcare Resource Use and Costs After Discontinuation of Liraglutide in Patients with Type 2 Diabetes from a Commercial- and Medicaid-Insured Claims Database.,gambling,False,cohort,other,Type 2 diabetes glycemic control only; no addiction/reward outcome,LLM (title/abstract)
36066977,10.1172/jci.insight.159863,2022,"{'title': 'JCI insight', 'iso_abbreviation': 'JCI Insight'}","Exenatide once weekly for alcohol use disorder investigated in a randomized, placebo-controlled clinical trial.",alcohol;other,True,RCT,alcohol,"RCT, exenatide vs placebo, AUD primary outcome, adults",LLM (title/abstract)
36038016,10.1016/j.brainresbull.2022.08.022,2022,"{'title': 'Brain research bulletin', 'iso_abbreviation': 'Brain Res Bull'}","Dose titration with the glucagon-like peptide-1 agonist, liraglutide, reduces cue- and drug-induced heroin seeking in high drug-taking rats.",other,False,preclinical,opioid,Rodent model study; no human data,LLM (title/abstract)
36031011,10.1016/j.brainresbull.2022.08.023,2022,"{'title': 'Brain research bulletin', 'iso_abbreviation': 'Brain Res Bull'}","Acute treatment with the glucagon-like peptide-1 receptor agonist, liraglutide, reduces cue- and drug-induced fentanyl seeking in rats.",other,False,preclinical,opioid,Preclinical animal study; rats only,LLM (title/abstract)
35914543,10.1016/S2213-8587(22)00188-7,2022,"{'title': 'The lancet. Diabetes & endocrinology', 'iso_abbreviation': 'Lancet Diabetes Endocrinol'}","Efficacy and safety of tirzepatide monotherapy compared with dulaglutide in Japanese patients with type 2 diabetes (SURPASS J-mono): a double-blind, multicentre, randomised, phase 3 trial.",nicotine,False,RCT,other,No addiction/reward outcome reported,LLM (title/abstract)
35695511,10.1097/FBP.0000000000000685,2022,"{'title': 'Behavioural pharmacology', 'iso_abbreviation': 'Behav Pharmacol'}","Acute glucagon-like peptide-1 receptor agonist liraglutide prevents cue-, stress-, and drug-induced heroin-seeking in rats.",nicotine;other,False,preclinical,opioid,Rat study; preclinical animal model only,LLM (title/abstract)
33741445,10.1016/j.pnpbp.2021.110303,2021,"{'title': 'Progress in neuro-psychopharmacology & biological psychiatry', 'iso_abbreviation': 'Prog Neuropsychopharmacol Biol Psychiatry'}","The therapeutic potential of GLP-1 analogues for stress-related eating and role of GLP-1 in stress, emotion and mood: a review.",other,False,review,other,Narrative review; no quantitative addiction/reward outcomes reported,LLM (title/abstract)
34473645,10.1172/JCI151800,2021,"{'title': 'The Journal of clinical investigation', 'iso_abbreviation': 'J Clin Invest'}",A randomized controlled trial of the GLP-1 receptor agonist dulaglutide in primary polydipsia.,alcohol;other,False,RCT,other,Primary polydipsia is not addiction/reward outcome,LLM (title/abstract)
34149258,10.2337/ds20-0025,2021,"{'title': 'Diabetes spectrum : a publication of the American Diabetes Association', 'iso_abbreviation': 'Diabetes Spectr'}",Exploring Why People With Type 2 Diabetes Do or Do Not Persist With Glucagon-Like Peptide-1 Receptor Agonist Therapy: A Qualitative Study.,gambling,False,other,other,Qualitative study; no quantitative addiction/reward outcome,LLM (title/abstract)
34082399,10.1016/j.biopha.2021.111789,2021,"{'title': 'Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie', 'iso_abbreviation': 'Biomed Pharmacother'}",Diets and drugs for weight loss and health in obesity - An update.,other,False,review,other,Review article; no addiction/reward outcome data reported,LLM (title/abstract)
33831213,10.1093/ntr/ntab066,2021,"{'title': 'Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco', 'iso_abbreviation': 'Nicotine Tob Res'}",Exenatide Adjunct to Nicotine Patch Facilitates Smoking Cessation and May Reduce Post-Cessation Weight Gain: A Pilot Randomized Controlled Trial.,nicotine,True,RCT,nicotine,"GLP-1 RA + NRT RCT; smoking abstinence, craving, withdrawal outcomes",LLM (title/abstract)
34954521,10.1016/j.bbrc.2021.12.064,2021,"{'title': 'Biochemical and biophysical research communications', 'iso_abbreviation': 'Biochem Biophys Res Commun'}",A mouse model of weight gain after nicotine withdrawal.,nicotine,False,preclinical,nicotine,"Mouse model only, no human study data",LLM (title/abstract)
33687487,10.1007/s00125-021-05392-9,2021,"{'title': 'Diabetologia', 'iso_abbreviation': 'Diabetologia'}","Efficacy and safety of PEGylated exenatide injection (PB-119) in treatment-naive type 2 diabetes mellitus patients: a Phase II randomised, double-blind, parallel, placebo-controlled study.",alcohol,False,RCT,other,Type 2 diabetes glycemic control; no addiction/reward outcome,LLM (title/abstract)
33229892,10.1097/FBP.0000000000000609,2021,"{'title': 'Behavioural pharmacology', 'iso_abbreviation': 'Behav Pharmacol'}","Glucagon-like peptide-1 receptor agonist, exendin-4, reduces reinstatement of heroin-seeking behavior in rats.",nicotine,False,preclinical,opioid,Rat study; preclinical animal model only,LLM (title/abstract)
33269530,10.1111/dom.14280,2021,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}","The effect of semaglutide 2.4 mg once weekly on energy intake, appetite, control of eating, and gastric emptying in adults with obesity.",other,False,RCT,other,No addiction/reward outcome measured,LLM (title/abstract)
33621809,10.1016/j.drugalcdep.2021.108614,2021,"{'title': 'Drug and alcohol dependence', 'iso_abbreviation': 'Drug Alcohol Depend'}",Testing the effects of the GLP-1 receptor agonist exenatide on cocaine self-administration and subjective responses in humans with cocaine use disorder.,alcohol;gambling;other,True,single-arm,cocaine,"GLP-1 RA, cocaine use disorder, quantitative self-administration outcomes",LLM (title/abstract)
31665455,10.1210/clinem/dgz140,2020,"{'title': 'The Journal of clinical endocrinology and metabolism', 'iso_abbreviation': 'J Clin Endocrinol Metab'}","GLP-1 Analog Modulates Appetite, Taste Preference, Gut Hormones, and Regional Body Fat Stores in Adults with Obesity.",alcohol,False,secondary-analysis,other,"Weight/appetite study, no addiction outcome",LLM (title/abstract)
32124472,10.1111/dme.14287,2020,"{'title': 'Diabetic medicine : a journal of the British Diabetic Association', 'iso_abbreviation': 'Diabet Med'}",Incretin-based drugs and risk of lung cancer among individuals with type 2 diabetes.,nicotine,False,cohort,other,"Lung cancer outcome, not addiction/reward",LLM (title/abstract)
32323451,10.1111/jdi.13281,2020,"{'title': 'Journal of diabetes investigation', 'iso_abbreviation': 'J Diabetes Investig'}",Association of glucagon-like peptide-1 receptor-targeted imaging probe with in&#xa0;vivo glucagon-like peptide-1 receptor agonist glucose-lowering effects.,nicotine,False,preclinical,other,Preclinical animal study; no addiction/reward outcome,LLM (title/abstract)
32583961,10.1111/cts.12839,2020,"{'title': 'Clinical and translational science', 'iso_abbreviation': 'Clin Transl Sci'}",Evolving Role for Pharmacotherapy in NAFLD/NASH.,alcohol,False,review,other,Review article; no addiction/reward outcome,LLM (title/abstract)
32770792,10.1111/adb.12953,2020,"{'title': 'Addiction biology', 'iso_abbreviation': 'Addict Biol'}",Activation of glucagon-like peptide-1 receptors and skilled reach foraging.,alcohol;other,False,preclinical,other,Preclinical animal study; rat model only,LLM (title/abstract)
33184979,10.1111/dom.14255,2020,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}","Effects of oral semaglutide on energy intake, food preference, appetite, control of eating and body weight in subjects with type 2 diabetes.",other,False,RCT,other,No addiction/reward outcome; weight-loss/appetite study only,LLM (title/abstract)
32087425,10.1016/j.jpsychires.2020.02.015,2020,"{'title': 'Journal of psychiatric research', 'iso_abbreviation': 'J Psychiatr Res'}",Metabolic measures 12 months after a randomised controlled trial of treatment of clozapine associated obesity and diabetes with exenatide (CODEX).,gambling,False,secondary-analysis,other,No addiction/reward outcome measured,LLM (title/abstract)
31058214,10.1523/ENEURO.0443-18.2019,2019,"{'title': 'eNeuro', 'iso_abbreviation': 'eNeuro'}",Glucagon-Like Peptide-1 Receptor Agonist Treatment Does Not Reduce Abuse-Related Effects of Opioid Drugs.,nicotine,False,preclinical,opioid,Preclinical animal study (mice); no human data,LLM (title/abstract)
30946836,10.1016/j.physbeh.2019.03.029,2019,"{'title': 'Physiology & behavior', 'iso_abbreviation': 'Physiol Behav'}",The effect of glucagon-like peptide-1 (GLP-1) receptor agonists on substance use disorder (SUD)-related behavioural effects of drugs and alcohol: A systematic review.,alcohol;nicotine,False,review,multiple,Preclinical only; all 17 studies used rodents,LLM (title/abstract)
31759971,10.1016/j.brainres.2019.146562,2019,"{'title': 'Brain research', 'iso_abbreviation': 'Brain Res'}",Alcohol-mediated behaviours and the gut-brain axis; with focus on glucagon-like peptide-1.,alcohol;other,False,review,alcohol,Narrative review; no human trial data reported,LLM (title/abstract)
31114170,10.2147/PPA.S187907,2019,"{'title': 'Patient preference and adherence', 'iso_abbreviation': 'Patient Prefer Adherence'}",Patient preferences for glucagon-like peptide 1 receptor-agonist treatment attributes.,gambling,False,review,other,Literature review; no addiction/reward outcome,LLM (title/abstract)
31820328,10.1007/s13300-019-00739-3,2019,"{'title': 'Diabetes therapy : research, treatment and education of diabetes and related disorders', 'iso_abbreviation': 'Diabetes Ther'}",Real-world Effectiveness of Liraglutide vs. Sitagliptin Among Older Patients with Type 2 Diabetes Enrolled in a Medicare Advantage Prescription Drug Plan: A Retrospective Observational Study.,gambling,False,cohort,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
30615985,10.1016/j.diabet.2018.12.001,2019,"{'title': 'Diabetes & metabolism', 'iso_abbreviation': 'Diabetes Metab'}","Comparative efficacy, safety, and cardiovascular outcomes with once-weekly subcutaneous semaglutide in the treatment of type 2 diabetes: Insights from the SUSTAIN 1-7 trials.",other,False,secondary-analysis,other,"Type 2 diabetes, no addiction/reward outcome",LLM (title/abstract)
30793465,10.1111/dom.13677,2019,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Lower rates of cardiovascular events and mortality associated with liraglutide use in patients treated with basal insulin: A DEVOTE subanalysis (DEVOTE 10).,nicotine,False,secondary-analysis,other,"Cardiovascular outcomes, not addiction/reward",LLM (title/abstract)
30349227,10.2147/COPD.S175145,2018,"{'title': 'International journal of chronic obstructive pulmonary disease', 'iso_abbreviation': 'Int J Chron Obstruct Pulmon Dis'}",Glucagon-like peptide-1 receptor (GLP-1R) signaling ameliorates dysfunctional immunity in COPD patients.,nicotine,False,other,other,No addiction/reward outcome measured; immunology focus only,LLM (title/abstract)
30532570,10.2147/CEOR.S180067,2018,"{'title': 'ClinicoEconomics and outcomes research : CEOR', 'iso_abbreviation': 'Clinicoecon Outcomes Res'}",Cost-effectiveness and budget impact of liraglutide in type 2 diabetes patients with elevated cardiovascular risk: a US-managed care perspective.,gambling,False,secondary-analysis,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
30187620,10.1111/dom.13522,2018,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Glucagon-like peptide-1 receptor agonists for antipsychotic-associated cardio-metabolic risk factors: A systematic review and individual participant data meta-analysis.,other,False,secondary-analysis,other,"Weight gain outcome, not addiction/reward endpoint",LLM (title/abstract)
30014268,10.1007/s40265-018-0946-y,2018,"{'title': 'Drugs', 'iso_abbreviation': 'Drugs'}","Centrally Acting Agents for Obesity: Past, Present, and Future.",other,False,review,other,Narrative review; no addiction/reward outcomes,LLM (title/abstract)
29999521,10.1111/eci.12996,2018,"{'title': 'European journal of clinical investigation', 'iso_abbreviation': 'Eur J Clin Invest'}",Hypothalamic AMPK and energy balance.,nicotine,False,review,other,Review article; no addiction/reward outcome studied,LLM (title/abstract)
29744818,10.1007/s13300-018-0432-2,2018,"{'title': 'Diabetes therapy : research, treatment and education of diabetes and related disorders', 'iso_abbreviation': 'Diabetes Ther'}",Real-World Clinical Effectiveness and Cost Savings of Liraglutide Versus Sitagliptin in Treating Type 2 Diabetes for 1 and 2&#xa0;Years.,gambling,False,cohort,other,"Type 2 diabetes glycemic control, no addiction outcome",LLM (title/abstract)
29337226,10.1016/j.neuropharm.2018.01.013,2018,"{'title': 'Neuropharmacology', 'iso_abbreviation': 'Neuropharmacology'}",GLP-1 signaling and alcohol-mediated behaviors; preclinical and clinical evidence.,alcohol;other,False,review,alcohol,Narrative review with no original quantitative data,LLM (title/abstract)
28368384,10.1038/nn.4540,2017,"{'title': 'Nature neuroscience', 'iso_abbreviation': 'Nat Neurosci'}",GLP-1 acts on habenular avoidance circuits to control nicotine intake.,nicotine,False,preclinical,nicotine,Preclinical mouse study; no human data,LLM (title/abstract)
28232370,10.1530/EJE-16-0927,2017,"{'title': 'European journal of endocrinology', 'iso_abbreviation': 'Eur J Endocrinol'}",EJE PRIZE 2017: Hypothalamic AMPK: a golden target against obesity?,nicotine,False,review,other,Review article; no addiction/reward outcome reported,LLM (title/abstract)
28266779,10.1111/dom.12932,2017,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}","Effects of once-weekly semaglutide on appetite, energy intake, control of eating, food preference and body weight in subjects with obesity.",other,False,RCT,other,Weight loss study; no addiction/reward endpoint,LLM (title/abstract)
28351720,10.1016/j.pharmthera.2017.03.014,2017,"{'title': 'Pharmacology & therapeutics', 'iso_abbreviation': 'Pharmacol Ther'}",Estradiol effects on hypothalamic AMPK and BAT thermogenesis: A gateway for obesity treatment?,nicotine,False,review,other,Narrative review; no quantitative addiction outcome data,LLM (title/abstract)
29194917,10.1111/dom.13167,2017,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Treatment of clozapine-associated obesity and diabetes with exenatide in adults with schizophrenia: A randomized controlled trial (CODEX).,gambling,False,RCT,other,No addiction/reward/craving outcome reported,LLM (title/abstract)
28651479,10.1080/13696998.2017.1347793,2017,"{'title': 'Journal of medical economics', 'iso_abbreviation': 'J Med Econ'}",Evaluating the short-term cost-effectiveness of liraglutide versus lixisenatide in patients with type 2 diabetes in the United States.,gambling,False,secondary-analysis,other,No addiction/reward outcome; glycemic control only,LLM (title/abstract)
29024552,10.1002/2327-6924.12519,2017,"{'title': 'Journal of the American Association of Nurse Practitioners', 'iso_abbreviation': 'J Am Assoc Nurse Pract'}",Current pharmacotherapies for obesity: A practical perspective.,alcohol,False,review,other,Narrative review; no addiction/reward outcomes,LLM (title/abstract)
29952523,,2017,"{'title': 'Medizinische Monatsschrift fur Pharmazeuten', 'iso_abbreviation': 'Med Monatsschr Pharm'}",Update Psychopharmacotherapy.,alcohol,False,review,alcohol,Narrative review; no quantitative addiction outcomes reported,LLM (title/abstract)
27528374,10.1053/j.ajkd.2016.06.014,2016,"{'title': 'American journal of kidney diseases : the official journal of the National Kidney Foundation', 'iso_abbreviation': 'Am J Kidney Dis'}",Safety and Efficacy of Incretin-Based Therapies in Patients With&#xa0;Type 2 Diabetes Mellitus and CKD: A Systematic Review&#xa0;and Meta-analysis.,gambling,False,review,other,Systematic review; no addiction/reward outcome,LLM (title/abstract)
26303264,10.1111/adb.12295,2015,"{'title': 'Addiction biology', 'iso_abbreviation': 'Addict Biol'}",The glucagon-like peptide 1 receptor agonist liraglutide attenuates the reinforcing properties of alcohol in rodents.,nicotine,False,preclinical,alcohol,Preclinical rodent study; no human data,LLM (title/abstract)
25998284,10.2337/dc15-0346,2015,"{'title': 'Diabetes care', 'iso_abbreviation': 'Diabetes Care'}",Smoke or fire? Acute pancreatitis and the liraglutide trials.,nicotine,False,review,other,"Editorial/commentary on pancreatitis safety, no addiction outcome",LLM (title/abstract)
25198217,,2014,"{'title': 'The Journal of family practice', 'iso_abbreviation': 'J Fam Pract'}",Evolving directions in obesity management.,nicotine,False,review,other,No GLP-1 RA studied; no addiction outcome data,LLM (title/abstract)
24133407,10.3389/fnins.2013.00181,2013,"{'title': 'Frontiers in neuroscience', 'iso_abbreviation': 'Front Neurosci'}",The central GLP-1: implications for food and drug reward.,alcohol,False,review,multiple,Narrative review; no human trial data reported,LLM (title/abstract)
23136352,10.1345/aph.1Q789,2012,"{'title': 'The Annals of pharmacotherapy', 'iso_abbreviation': 'Ann Pharmacother'}",Pancreatitis: a potential complication of liraglutide?,alcohol,False,review,other,Narrative review; no addiction/reward outcome studied,LLM (title/abstract)
19703814,10.4158/EP09104.CRR,2010,"{'title': 'Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists', 'iso_abbreviation': 'Endocr Pract'}",Exenatide-induced acute pancreatitis.,alcohol,False,case-report,other,Case report; no addiction/reward outcome measured,LLM (title/abstract)
